"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"V6519","255","Social admin","OTHER PERSON CONSULTING ON BEHALF OF ANOTHER (Begin 2003)",,,"ICD-9-CM"
"V652","255","Social admin","PERSON FEIGNING ILLNESS",,,"ICD-9-CM"
"V653","255","Social admin","DIETARY SURVEIL/COUNSEL",,,"ICD-9-CM"
"V654","255","Social admin","COUNSELING NEC (End 1994)",,,"ICD-9-CM"
"V6540","255","Social admin","COUNSELING NOS (Begin 1994)",,,"ICD-9-CM"
"V6541","255","Social admin","EXERCISE COUNSELING (Begin 1994)",,,"ICD-9-CM"
"V6542","661","Substance-related disorders","COUNSELING FOR SUBSTANCE ABUSE (Begin 1994)",,,"ICD-9-CM"
"V6543","255","Social admin","INJURY PREVENTION COUNSELING (Begin 1994)",,,"ICD-9-CM"
"V6544","255","Social admin","HIV COUNSELING (Begin 1994)",,,"ICD-9-CM"
"V6545","255","Social admin","STD COUNSELING (Begin 1994)",,,"ICD-9-CM"
"V6546","49","DiabMel no c","ENCOUNTER FOR INSULIN PUMP TRAINING (Begin 2003)",,,"ICD-9-CM"
"V6549","255","Social admin","OTHER COUNSELING NEC (Begin 1994)",,,"ICD-9-CM"
"V655","255","Social admin","PERSN W FEARED COMPLAINT",,,"ICD-9-CM"
"V658","255","Social admin","REASON FOR CONSULT NEC",,,"ICD-9-CM"
"V659","255","Social admin","REASON FOR CONSULT NOS",,,"ICD-9-CM"
"V660","257","Ot aftercare","SURGICAL CONVALESCENCE",,,"ICD-9-CM"
"V661","45","Maint chem/r","RADIOTHERAPY CONVALESCEN",,,"ICD-9-CM"
"V662","45","Maint chem/r","CHEMOTHERAPY CONVALESCEN",,,"ICD-9-CM"
"V663","663","Screening and history of mental health an","PALLIATIVE CARE FOLLOWING PSYCHOTHERAPY AND OTH",,,"ICD-9-CM"
"V664","231","Oth fracture","FRACTURE TREATMNT CONVAL",,,"ICD-9-CM"
"V665","257","Ot aftercare","CONVALESCENCE NEC",,,"ICD-9-CM"
"V666","257","Ot aftercare","COMB TREATMENT CONVALES",,,"ICD-9-CM"
"V667","257","Ot aftercare","PALLIATIVE CARE (Begin 1996)",,,"ICD-9-CM"
"V669","257","Ot aftercare","CONVALESCENCE NOS",,,"ICD-9-CM"
"V670","257","Ot aftercare","SURGERY FOLLOW-UP (End 2000)",,,"ICD-9-CM"
"V6700","257","Ot aftercare","SURGERY FOLLOW-UP UNSPEC (Begin 2000)",,,"ICD-9-CM"
"V6701","257","Ot aftercare","FOLLOW-UP VAGINAL PAP SMEAR (Begin 2000)",,,"ICD-9-CM"
"V6709","257","Ot aftercare","FOLLOWING OTHER SURGERY (Begin 2000)",,,"ICD-9-CM"
"V671","45","Maint chem/r","RADIOTHERAPY FOLLOW-UP",,,"ICD-9-CM"
"V672","45","Maint chem/r","CHEMOTHERAPY FOLLOW-UP",,,"ICD-9-CM"
"V673","670","Miscellaneous mental disorders","F-U EXAM AFTER MENTAL RX",,,"ICD-9-CM"
"V674","231","Oth fracture","FRACTURE FOLLOW-UP",,,"ICD-9-CM"
"V6751","257","Ot aftercare","HIGH-RISK RX NEC EXAM",,,"ICD-9-CM"
"V6759","257","Ot aftercare","FOLLOW-UP EXAM NEC",,,"ICD-9-CM"
"V676","257","Ot aftercare","COMB TREATMENT FOLLOW-UP",,,"ICD-9-CM"
"V679","257","Ot aftercare","FOLLOW-UP EXAM NOS",,,"ICD-9-CM"
"V680","255","Social admin","ISSUE MEDICAL CERTIFICAT (end 2007)",,,"ICD-9-CM"
"V6801","256","Exam/eval","DISABILITY EXAMINATION (Begin 2007)",,,"ICD-9-CM"
"V6809","256","Exam/eval","ISSUE OF MED CERTIF NEC (Begin 2007)",,,"ICD-9-CM"
"V681","255","Social admin","ISSUE REPEAT PRESCRIPT",,,"ICD-9-CM"
"V682","255","Social admin","REQUEST EXPERT EVIDENCE",,,"ICD-9-CM"
"V6881","255","Social admin","REFERRAL-NO EXAM/TREAT",,,"ICD-9-CM"
"V6889","255","Social admin","ADMINISTRTVE ENCOUNT NEC",,,"ICD-9-CM"
"V689","255","Social admin","ADMINISTRTVE ENCOUNT NOS",,,"ICD-9-CM"
"V690","259","Unclassified","LACK PHYSICAL EXERCISE (Begin 1994)",,,"ICD-9-CM"
"V691","259","Unclassified","INAPPROP DIET (Begin 1994)",,,"ICD-9-CM"
"V692","259","Unclassified","HI RISK SEXUAL BEHAVIOR (Begin 1994)",,,"ICD-9-CM"
"V693","259","Unclassified","GAMBLING (Begin 1994)",,,"ICD-9-CM"
"V694","259","Unclassified","LACK OF ADEQUATE SLEEP (Begin 2004)",,,"ICD-9-CM"
"V695","259","Unclassified","BEHAV INSOMNIA-CHILDHOOD (Begin 2005)",,,"ICD-9-CM"
"V698","259","Unclassified","OTHER LIFESTYLE PROBLEMS NEC (Begin 1994)",,,"ICD-9-CM"
"V699","259","Unclassified","LIFESTYLE PROBLEMS NOS (Begin 1994)",,,"ICD-9-CM"
"V700","256","Exam/eval","ROUTINE MEDICAL EXAM",,,"ICD-9-CM"
"V701","663","Screening and history of mental health an","PSYCH EXAM REQ BY AUTHORITY",,,"ICD-9-CM"
"V702","663","Screening and history of mental health an","OTHER GENERAL PSYCH EXAM",,,"ICD-9-CM"
"V703","256","Exam/eval","MED EXAM NEC-ADMIN PURP",,,"ICD-9-CM"
"V704","256","Exam/eval","EXAM-MEDICOLEGAL REASONS",,,"ICD-9-CM"
"V705","256","Exam/eval","HEALTH EXAM-GROUP SURVEY",,,"ICD-9-CM"
"V706","256","Exam/eval","HEALTH EXAM-POP SURVEY",,,"ICD-9-CM"
"V707","256","Exam/eval","EXAM-CLINICAL RESEARCH",,,"ICD-9-CM"
"V708","256","Exam/eval","GENERAL MEDICAL EXAM NEC",,,"ICD-9-CM"
"V709","256","Exam/eval","GENERAL MEDICAL EXAM NOS",,,"ICD-9-CM"
"V7101","663","Screening and history of mental health an","OBSERV FOR ADULT ANTISOCIAL",,,"ICD-9-CM"
"V7102","663","Screening and history of mental health an","OBSERV FOR CHILD ANTISOCIAL",,,"ICD-9-CM"
"V7109","663","Screening and history of mental health an","OBSERV FOR OTH SUSP MENTAL DIS",,,"ICD-9-CM"
"V711","41","Ot primry ca","OBSV-SUSPCT MAL NEOPLASM",,,"ICD-9-CM"
"V712","10","Immuniz/scrn","OBSERV-SUSPECT TB",,,"ICD-9-CM"
"V713","244","Other injury","OBSERV-WORK ACCIDENT",,,"ICD-9-CM"
"V714","244","Other injury","OBSERV-ACCIDENT NEC",,,"ICD-9-CM"
"V715","258","Other screen","OBSERV FOLLOWING RAPE",,,"ICD-9-CM"
"V716","244","Other injury","OBSERV-INFLICTED INJ NEC",,,"ICD-9-CM"
"V717","117","Ot circul dx","OBS-SUSP CARDIOVASC DIS",,,"ICD-9-CM"
"V718","256","Exam/eval","OBSERV-SUSPECT COND NEC (End 2000)",,,"ICD-9-CM"
"V7181","258","Other screen","SPEC SUSPECTED COND-ABUSE & NEGLECT (Begin 2000)",,,"ICD-9-CM"
"V7182","10","Immuniz/scrn","OBSER/EVALU FOR SUSPECTED EXP ANTHRAX (Begin 2002)",,,"ICD-9-CM"
"V7183","10","Immuniz/scrn","OBSER/EVALU FR SUSP EXPO OTH BIO AGENT (Begin 2002)",,,"ICD-9-CM"
"V7189","258","Other screen","OTHER SPEC SUSPECTED CONDITIONS (Begin 2000)",,,"ICD-9-CM"
"V719","256","Exam/eval","OBSERV-SUSPECT COND NOS",,,"ICD-9-CM"
"V720","91","Other eye dx","EYE & VISION EXAMINATION",,,"ICD-9-CM"
"V721","94","Other ear dx","EAR & HEARING EXAM",,,"ICD-9-CM"
"V7211","94","Other ear dx","HEARING EXAM-FAIL SCREEN (Begin 2006)",,,"ICD-9-CM"
"V7212","94","Other ear dx","HEARING CONSERVATN/TRTMT (Begin 2007)",,,"ICD-9-CM"
"V7219","94","Other ear dx","EXAM EARS & HEARING NEC (Begin 2006)",,,"ICD-9-CM"
"V722","136","Teeth dx","DENTAL EXAMINATION",,,"ICD-9-CM"
"V723","175","Ot femal gen","GYNECOLOGIC EXAMINATION (End 2004)",,,"ICD-9-CM"
"V7231","256","Exam/eval","ROUTINE GYN EXAMINATION (Begin 2004)",,,"ICD-9-CM"
"V7232","256","Exam/eval","PAP SMEAR CONFIRMATION (Begin 2004)",,,"ICD-9-CM"
"V724","196","Nml preg/del","PREG EXAM-PREG UNCONFIRM (End 2004)",,,"ICD-9-CM"
"V7240","258","Other screen","PREGNANCY TEST UNCONFIRM (Begin 2004)",,,"ICD-9-CM"
"V7241","258","Other screen","PREGNANCY TEST NEGATIVE (Begin 2004)",,,"ICD-9-CM"
"V7242","196","Nml preg/del","PREGNANCY TEST-POSITIVE (Begin 2005)",,,"ICD-9-CM"
"V725","256","Exam/eval","RADIOLOGICAL EXAM NEC",,,"ICD-9-CM"
"V726","256","Exam/eval","LABORATORY EXAMINATION (end 2009)",,,"ICD-9-CM"
"V7260","256","Exam/eval","Laboratory exam NOS (Begin 2009)",,,"ICD-9-CM"
"V7261","256","Exam/eval","Antibody response exam (Begin 2009)",,,"ICD-9-CM"
"V7262","256","Exam/eval","Routine physicl lab exam (Begin 2009)",,,"ICD-9-CM"
"V7263","256","Exam/eval","Pre-procedure lab exam (Begin 2009)",,,"ICD-9-CM"
"V7269","256","Exam/eval","Laboratory exam NEC (Begin 2009)",,,"ICD-9-CM"
"V727","253","Allergy","SKIN/SENSITIZATION TESTS",,,"ICD-9-CM"
"V728","256","Exam/eval","EXAMINATION NEC (End 1993)",,,"ICD-9-CM"
"V7281","256","Exam/eval","PRE-OP CARDIOVASCULAR EXAM (Begin 1993)",,,"ICD-9-CM"
"V7282","256","Exam/eval","PRE-OP RESPIRATORY EXAM (Begin 1993)",,,"ICD-9-CM"
"V7283","256","Exam/eval","OTH SPEC PRE-OP EXAM (Begin 1993)",,,"ICD-9-CM"
"V7284","256","Exam/eval","UNSPEC PRE-OP EXAMINATION (Begin 1993)",,,"ICD-9-CM"
"V7285","256","Exam/eval","OTH SPEC EXAM (Begin 1993)",,,"ICD-9-CM"
"V7286","256","Exam/eval","BLOOD TYPING ENCOUNTER (Begin 2005)",,,"ICD-9-CM"
"V729","256","Exam/eval","EXAMINATION NOS",,,"ICD-9-CM"
"V730","10","Immuniz/scrn","SCREENING-POLIOMYELITIS",,,"ICD-9-CM"
"V731","10","Immuniz/scrn","SCREENING FOR SMALLPOX",,,"ICD-9-CM"
"V732","10","Immuniz/scrn","SCREENING FOR MEASLES",,,"ICD-9-CM"
"V733","10","Immuniz/scrn","SCREENING FOR RUBELLA",,,"ICD-9-CM"
"V734","10","Immuniz/scrn","SCREENING-YELLOW FEVER",,,"ICD-9-CM"
"V735","10","Immuniz/scrn","SCREENING-ARBOVIRUS DIS",,,"ICD-9-CM"
"V736","10","Immuniz/scrn","SCREENING FOR TRACHOMA",,,"ICD-9-CM"
"V738","10","Immuniz/scrn","SCREEN FOR VIRAL DIS NEC (End 1993)",,,"ICD-9-CM"
"V7381","10","Immuniz/scrn","SPECIAL SCREEN EXAM HPV (Begin 2007)",,,"ICD-9-CM"
"V7388","10","Immuniz/scrn","SCREEN FOR OTH SPEC CHLAMYDIAL DIS (Begin 1993)",,,"ICD-9-CM"
"V7389","10","Immuniz/scrn","SCREEN FOR OTH SPEC VIRAL DIS (Begin 1993)",,,"ICD-9-CM"
"V739","10","Immuniz/scrn","SCREEN FOR VIRAL DIS NOS (End 1993)",,,"ICD-9-CM"
"V7398","10","Immuniz/scrn","SCREEN FOR UNSPEC CHLAMYDIAL DIS (Begin 1993)",,,"ICD-9-CM"
"V7399","10","Immuniz/scrn","SCREEN FOR UNSPEC VIRAL DIS (Begin 1993)",,,"ICD-9-CM"
"V740","10","Immuniz/scrn","SCREENING FOR CHOLERA",,,"ICD-9-CM"
"V741","10","Immuniz/scrn","SCREENING-PULMONARY TB",,,"ICD-9-CM"
"V742","10","Immuniz/scrn","SCREENING FOR LEPROSY",,,"ICD-9-CM"
"V743","10","Immuniz/scrn","SCREENING FOR DIPHTHERIA",,,"ICD-9-CM"
"V744","10","Immuniz/scrn","SCREEN-BACT CONJUNCTIVIT",,,"ICD-9-CM"
"V745","10","Immuniz/scrn","SCREEN FOR VENERAL DIS",,,"ICD-9-CM"
"V746","10","Immuniz/scrn","SCREENING FOR YAWS",,,"ICD-9-CM"
"V748","10","Immuniz/scrn","SCREEN-BACTERIAL DIS NEC",,,"ICD-9-CM"
"V749","10","Immuniz/scrn","SCREEN-BACTERIAL DIS NOS",,,"ICD-9-CM"
"V750","10","Immuniz/scrn","SCREEN-RICKETTSIAL DIS",,,"ICD-9-CM"
"V751","10","Immuniz/scrn","SCREENING FOR MALARIA",,,"ICD-9-CM"
"V752","10","Immuniz/scrn","SCREEN FOR LEISHMANIASIS",,,"ICD-9-CM"
"V753","10","Immuniz/scrn","SCREEN-TRYPANOSOMIASIS",,,"ICD-9-CM"
"V754","10","Immuniz/scrn","SCREEN-MYCOTIC INFECT",,,"ICD-9-CM"
"V755","10","Immuniz/scrn","SCREEN-SCHISTOSOMIASIS",,,"ICD-9-CM"
"V756","10","Immuniz/scrn","SCREEN FOR FILARIASIS",,,"ICD-9-CM"
"V757","10","Immuniz/scrn","SCREEN FOR HELMINTHIASIS",,,"ICD-9-CM"
"V758","10","Immuniz/scrn","SCREEN-PARASITIC DIS NEC",,,"ICD-9-CM"
"V759","10","Immuniz/scrn","SCREEN FOR INFEC DIS NOS",,,"ICD-9-CM"
"V760","258","Other screen","SCREEN MAL NEOP-RESP ORG",,,"ICD-9-CM"
"V761","258","Other screen","SCREEN MAL NEOP-BREAST (End 1997)",,,"ICD-9-CM"
"V7610","258","Other screen","SCRN FOR MALIG NEOPL BREAST (Begin 1997)",,,"ICD-9-CM"
"V7611","258","Other screen","SCRN MAMMOGRAM HI-RISK (Begin 1997)",,,"ICD-9-CM"
"V7612","258","Other screen","OT SCRN MAMMOGRAM (Begin 1997)",,,"ICD-9-CM"
"V7619","258","Other screen","OT SCRN BREAST EXAM (Begin 1997)",,,"ICD-9-CM"
"V762","258","Other screen","SCREEN MAL NEOP-CERVIX",,,"ICD-9-CM"
"V763","258","Other screen","SCREEN MAL NEOP-BLADDER",,,"ICD-9-CM"
"V7641","258","Other screen","SCREEN MAL NEOP-RECTUM",,,"ICD-9-CM"
"V7642","258","Other screen","SCREEN MAL NEOP-ORAL CAV",,,"ICD-9-CM"
"V7643","258","Other screen","SCREEN MAL NEOP-SKIN",,,"ICD-9-CM"
"V7644","258","Other screen","SCREEN MALIG PROSTATE (Begin 1998)",,,"ICD-9-CM"
"V7645","258","Other screen","SCREEN MALIG TESTIS (Begin 1998)",,,"ICD-9-CM"
"V7646","258","Other screen","SCREEN MALIG OVARY (Begin 2000)",,,"ICD-9-CM"
"V7647","258","Other screen","SCREEN MALIG VAGINA (Begin 2000)",,,"ICD-9-CM"
"V7649","258","Other screen","SCREEN MALIG NEOPLASM-SITE NEC",,,"ICD-9-CM"
"V7650","258","Other screen","SCREEN MALIG INTESTINE UNSPEC (Begin 2000)",,,"ICD-9-CM"
"V7651","258","Other screen","SCREEN MALIG COLON (Begin 2000)",,,"ICD-9-CM"
"V7652","258","Other screen","SCREEN MALIG SMALL INTESTINE (Begin 2000)",,,"ICD-9-CM"
"V768","258","Other screen","SCREEN NEOPLASM NEC (End 2000)",,,"ICD-9-CM"
"V7681","258","Other screen","SCREEN MALIG NERVOUS SYSTEM (Begin 2000)",,,"ICD-9-CM"
"V7689","258","Other screen","SCREEN OTHER NEOPLASM (Begin 2000)",,,"ICD-9-CM"
"V769","258","Other screen","SCREEN NEOPLASM NOS",,,"ICD-9-CM"
"V770","258","Other screen","SCREEN THYROID DISORDER",,,"ICD-9-CM"
"V771","258","Other screen","SCREEN DIABETES MELLITUS",,,"ICD-9-CM"
"V772","258","Other screen","SCREEN FOR MALNUTRITION",,,"ICD-9-CM"
"V773","258","Other screen","SCREEN PHENYLKETONURIA",,,"ICD-9-CM"
"V774","258","Other screen","SCREEN FOR GALACTOSEMIA",,,"ICD-9-CM"
"V775","258","Other screen","SCREEN FOR GOUT",,,"ICD-9-CM"
"V776","258","Other screen","SCREEN CYSTIC FIBROSIS",,,"ICD-9-CM"
"V777","258","Other screen","SCREEN INBORN ERR METAB",,,"ICD-9-CM"
"V778","258","Other screen","SCREEN FOR OBESITY",,,"ICD-9-CM"
"V779","258","Other screen","SCREEN ENDOC/NUT/MET NEC (End 2000)",,,"ICD-9-CM"
"V7791","258","Other screen","SCREEN LIPOID DISORDERS (Begin 2000)",,,"ICD-9-CM"
"V7799","258","Other screen","SCREEN UNSPEC END/NUT/METAB/IMMUN (Begin 2000)",,,"ICD-9-CM"
"V780","258","Other screen","SCREEN IRON DEFIC ANEMIA",,,"ICD-9-CM"
"V781","258","Other screen","SCREEN DEFIC ANEMIA NEC",,,"ICD-9-CM"
"V782","258","Other screen","SCREEN SICKLE CELL DIS",,,"ICD-9-CM"
"V783","258","Other screen","SCREEN HEMOGLOBINOPATH NEC",,,"ICD-9-CM"
"V788","258","Other screen","SCREEN BLOOD DIS NEC",,,"ICD-9-CM"
"V789","258","Other screen","SCREEN BLOOD DIS NOS",,,"ICD-9-CM"
"V790","663","Screening and history of mental health an","SCREEN FOR DEPRESSION",,,"ICD-9-CM"
"V791","663","Screening and history of mental health an","SCREEN FOR ALCOHOLISM",,,"ICD-9-CM"
"V792","663","Screening and history of mental health an","SCREEN FOR MENTAL RETARDATION",,,"ICD-9-CM"
"V793","663","Screening and history of mental health an","SCREEN FOR DEV PROBLEMS",,,"ICD-9-CM"
"V798","663","Screening and history of mental health an","SCREEN FOR MENTAL DISORDER/ NOT ELSEWHERE CLASSI",,,"ICD-9-CM"
"V799","663","Screening and history of mental health an","SCREEN FOR MENTAL DISORDER/ NOT OTHERWISE SPECIF",,,"ICD-9-CM"
"V800","258","Other screen","SCREEN NEUROLOGICAL COND (end 2009)",,,"ICD-9-CM"
"V8001","258","Other screen","Screen-traumtc brain inj (Begin 2009)",,,"ICD-9-CM"
"V8009","258","Other screen","Screen-neuro condition (Begin 2009)",,,"ICD-9-CM"
"V801","258","Other screen","SCREENING FOR GLAUCOMA",,,"ICD-9-CM"
"V802","258","Other screen","SCREENING EYE COND NEC",,,"ICD-9-CM"
"V803","258","Other screen","SCREENING FOR EAR DIS",,,"ICD-9-CM"
"V810","258","Other screen","SCREEN ISCHEMIC HEART DIS",,,"ICD-9-CM"
"V811","258","Other screen","SCREEN FOR HYPERTENSION",,,"ICD-9-CM"
"V812","258","Other screen","SCREEN CARDIOVASC NEC",,,"ICD-9-CM"
"V813","258","Other screen","SCREEN BRONCH/EMPHYSEMA",,,"ICD-9-CM"
"V814","258","Other screen","SCREEN RESPIR COND NEC",,,"ICD-9-CM"
"V815","258","Other screen","SCREEN FOR NEPHROPATHY",,,"ICD-9-CM"
"V816","258","Other screen","SCREEN FOR GU COND NEC",,,"ICD-9-CM"
"V820","258","Other screen","SCREEN FOR SKIN COND",,,"ICD-9-CM"
"V821","258","Other screen","SCREEN RHEUMATOID ARTHR",,,"ICD-9-CM"
"V822","258","Other screen","SCREEN RHEUMAT DIS NEC",,,"ICD-9-CM"
"V823","258","Other screen","SCREEN CONG HIP DISLOCAT",,,"ICD-9-CM"
"V824","258","Other screen","POSTNAT SCREEN-CHROM ABN",,,"ICD-9-CM"
"V825","258","Other screen","SCREEN-CONTAMINATION NEC",,,"ICD-9-CM"
"V826","258","Other screen","MULTIPHASIC SCREENING",,,"ICD-9-CM"
"V8271","258","Other screen","SCREEN-GENTC DIS CARRIER (Begin 2006)",,,"ICD-9-CM"
"V8279","258","Other screen","GENETIC SCREENING NEC (Begin 2006)",,,"ICD-9-CM"
"V828","258","Other screen","SCREEN FOR CONDITION NEC (End 2000)",,,"ICD-9-CM"
"V8281","258","Other screen","SCREEN FOR OSTEOPOROSIS (Begin 2000)",,,"ICD-9-CM"
"V8289","258","Other screen","SCREEN OTHER SPECIFIED CONDITIONS (Begin 2000)",,,"ICD-9-CM"
"V829","258","Other screen","SCREEN FOR CONDITION NOS",,,"ICD-9-CM"
"V8301","259","Unclassified","ASYMPT HEMOPHILIA A CARRIER (Begin 2001)",,,"ICD-9-CM"
"V8302","259","Unclassified","SYMPTOMATIC HEMOPHILIA A CARRIER (Begin 2001)",,,"ICD-9-CM"
"V8381","259","Unclassified","CYSTIC FIBROSIS GENE CARRIER (Begin 2002)",,,"ICD-9-CM"
"V8389","259","Unclassified","OTHER GENETIC CARRIER STATUS (Begin 2002)",,,"ICD-9-CM"
"V8401","259","Unclassified","GENETC SUS MAL NEO BREST (Begin 2004)",,,"ICD-9-CM"
"V8402","259","Unclassified","GENETC SUS MAL NEO OVARY (Begin 2004)",,,"ICD-9-CM"
"V8403","259","Unclassified","GENETC SUS MAL NEO PROST (Begin 2004)",,,"ICD-9-CM"
"V8404","259","Unclassified","GENETC SUSC MAL NEO ENDO (Begin 2004)",,,"ICD-9-CM"
"V8409","259","Unclassified","GENETIC SUSC MAL NEO NEC (Begin 2004)",,,"ICD-9-CM"
"V848","259","Unclassified","GENETIC SUSCEPT DIS NEC (Begin 2004) (end 2007)",,,"ICD-9-CM"
"V8481","259","Unclassified","GENETC SUS MULT ENDO NEO (Begin 2007)",,,"ICD-9-CM"
"V8489","259","Unclassified","GENETIC SUSCEPT DIS NEC (Begin 2007)",,,"ICD-9-CM"
"V850","58","Ot nutrit dx","BMI LESS THAN 19 (Begin 2005)",,,"ICD-9-CM"
"V851","259","Unclassified","BMI BETWEEN 19-24 (Begin 2005)",,,"ICD-9-CM"
"V8521","58","Ot nutrit dx","BMI 25.0-25.9 (Begin 2005)",,,"ICD-9-CM"
"V8522","58","Ot nutrit dx","BMI 26.0-26.9 (Begin 2005)",,,"ICD-9-CM"
"V8523","58","Ot nutrit dx","BMI 27.0-27.9 (Begin 2005)",,,"ICD-9-CM"
"V8524","58","Ot nutrit dx","BMI 28.0-28.9 (Begin 2005)",,,"ICD-9-CM"
"V8525","58","Ot nutrit dx","BMI 29.0-29.9 (Begin 2005)",,,"ICD-9-CM"
"V8530","58","Ot nutrit dx","BMI 30.0-30.9 (Begin 2005)",,,"ICD-9-CM"
"V8531","58","Ot nutrit dx","BMI 31.0-31.9 (Begin 2005)",,,"ICD-9-CM"
"V8532","58","Ot nutrit dx","BMI 32.0-32.9 (Begin 2005)",,,"ICD-9-CM"
"V8533","58","Ot nutrit dx","BMI 33.0-33.9 (Begin 2005)",,,"ICD-9-CM"
"V8534","58","Ot nutrit dx","BMI 34.0-34.9 (Begin 2005)",,,"ICD-9-CM"
"V8535","58","Ot nutrit dx","BMI 35.0-35.9 (Begin 2005)",,,"ICD-9-CM"
"V8536","58","Ot nutrit dx","BMI 36.0-36.9 (Begin 2005)",,,"ICD-9-CM"
"V8537","58","Ot nutrit dx","BMI 37.0-37.9 (Begin 2005)",,,"ICD-9-CM"
"V8538","58","Ot nutrit dx","BMI 38.0-38.9 (Begin 2005)",,,"ICD-9-CM"
"V8539","58","Ot nutrit dx","BMI 39.0-39.9 (Begin 2005)",,,"ICD-9-CM"
"V854","58","Ot nutrit dx","BMI 40 AND OVER (Begin 2005) (end 2010)",,,"ICD-9-CM"
"V8541","58","Ot nutrit dx","BMI 40.0-44.9 adult (Begin 2010)",,,"ICD-9-CM"
"V8542","58","Ot nutrit dx","BMI 45.0-49.9 adult (Begin 2010)",,,"ICD-9-CM"
"V8543","58","Ot nutrit dx","BMI 50.0-59.9 adult (Begin 2010)",,,"ICD-9-CM"
"V8544","58","Ot nutrit dx","BMI 60.0-69.9 adult (Begin 2010)",,,"ICD-9-CM"
"V8545","58","Ot nutrit dx","BMI 70 and over adult (Begin 2010)",,,"ICD-9-CM"
"V8551","58","Ot nutrit dx","BMI",,,"ICD-9-CM"
"V8552","259","Unclassified","BMI",,,"ICD-9-CM"
"V8553","58","Ot nutrit dx","BMI",,,"ICD-9-CM"
"V8554","58","Ot nutrit dx","BMI",,,"ICD-9-CM"
"V860","259","Unclassified","ESTROGEN RECEP PSTV STAT (Begin 2006)",,,"ICD-9-CM"
"V861","259","Unclassified","ESTROGEN RECEP NEG STAT (Begin 2006)",,,"ICD-9-CM"
"V8701","259","Unclassified","CONTACT/EXPOSURE ARSENIC (Begin 2008)",,,"ICD-9-CM"
"V8702","259","Unclassified","Cont/susp expose uranium (Begin 2011)",,,"ICD-9-CM"
"V8709","259","Unclassified","CNTCT/EXP HAZRD METL NEC (Begin 2008)",,,"ICD-9-CM"
"V8711","259","Unclassified","CNTCT/EXP AROMATC AMINES (Begin 2008)",,,"ICD-9-CM"
"V8712","259","Unclassified","CONTACT/EXPOSURE BENZENE (Begin 2008)",,,"ICD-9-CM"
"V8719","259","Unclassified","CONT/EXP HAZ AROMAT NEC (Begin 2008)",,,"ICD-9-CM"
"V872","259","Unclassified","CONT/EXP HAZARD CHEM NEC (Begin 2008)",,,"ICD-9-CM"
"V8731","259","Unclassified","CONTACT/EXPOSURE MOLD (Begin 2008)",,,"ICD-9-CM"
"V8732","259","Unclassified","Contact/exp algae bloom (Begin 2009)",,,"ICD-9-CM"
"V8739","259","Unclassified","CONT/EXP HAZARD SUB NEC (Begin 2008)",,,"ICD-9-CM"
"V8741","259","Unclassified","HX ANTINEOPLASTIC CHEMO (Begin 2008)",,,"ICD-9-CM"
"V8742","259","Unclassified","HX MONOCLONAL DRUG THRPY (Begin 2008)",,,"ICD-9-CM"
"V8743","259","Unclassified","Hx estrogen therapy (Begin 2009)",,,"ICD-9-CM"
"V8744","259","Unclassified","Hx inhaled steroid thrpy (Begin 2009)",,,"ICD-9-CM"
"V8745","259","Unclassified","Hx systemc steroid thrpy (Begin 2009)",,,"ICD-9-CM"
"V8746","259","Unclassified","Hx immunosuppres thrpy (Begin 2009)",,,"ICD-9-CM"
"V8749","259","Unclassified","HX DRUG THERAPY NEC (Begin 2008)",,,"ICD-9-CM"
"V8801","259","Unclassified","ACQ ABSNCE CERVIX/UTERUS (Begin 2008)",,,"ICD-9-CM"
"V8802","259","Unclassified","ACQ AB UT REMN CERV STMP (Begin 2008)",,,"ICD-9-CM"
"V8803","259","Unclassified","ACQ ABSNC CERV/REMAIN UT (Begin 2008)",,,"ICD-9-CM"
"V8811","259","Unclassified","Acq total absnc pancreas (Begin 2010)",,,"ICD-9-CM"
"V8812","259","Unclassified","Acq part absnce pancreas (Begin 2010)",,,"ICD-9-CM"
"V8821","212","Ot bone dx","Acq absence of hip joint (Begin 2011)",,,"ICD-9-CM"
"V8822","212","Ot bone dx","Acq absence knee joint (Begin 2011)",,,"ICD-9-CM"
"V8829","212","Ot bone dx","Acq absence of oth joint (Begin 2011)",,,"ICD-9-CM"
"V8901","259","Unclassified","SUS AMNTC CAV/MEM NT FND (Begin 2008)",,,"ICD-9-CM"
"V8902","259","Unclassified","SUS PLACENTL PROB NT FND (Begin 2008)",,,"ICD-9-CM"
"V8903","259","Unclassified","SUS FETAL ANOMALY NT FND (Begin 2008)",,,"ICD-9-CM"
"V8904","259","Unclassified","SUS FETAL GROWTH NOT FND (Begin 2008)",,,"ICD-9-CM"
"V8905","259","Unclassified","SUS CERVCL SHORTN NT FND (Begin 2008)",,,"ICD-9-CM"
"V8909","259","Unclassified","OTH SUS MAT/FTL NT FND (Begin 2008)",,,"ICD-9-CM"
"V9001","238","Complic proc","Retain deplete uran frag (Begin 2010)",,,"ICD-9-CM"
"V9009","238","Complic proc","Retain radioac frag NEC (Begin 2010)",,,"ICD-9-CM"
"V9010","244","Other injury","Retained metal frag NOS (Begin 2010)",,,"ICD-9-CM"
"V9011","244","Other injury","Retain magnet metal frag (Begin 2010)",,,"ICD-9-CM"
